NAME,SHORTNAME
Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest
Nightstar Therapeutics plc,Nightstar Therapeutics plc
Niu Technologies,Niu
NewJersey Resources Corporation,NewJersey Resources
Nuveen New Jersey Municipal Value Fund of Beneficial Interest,Nuveen New Jersey Municipal Value Fund of Beneficial Interest
NantKwest Inc.,NantKwest
Nike Inc.,Nike
Nuveen Georgia Quality Municipal Income Fund,Nuveen Georgia Quality Municipal Income Fund
National Bankshares Inc.,National Bankshares
Nektar Therapeutics,Nektar Therapeutics
Nuveen California AMT-Free Quality Municipal Income Fund,Nuveen California AMT-Free Quality Municipal Income Fund
NL Industries Inc.,NL Industries
NewLink Genetics Corporation,NewLink Genetics
Nautilus Inc.,Nautilus
Nielsen N.V.,Nielsen N.V.
Annaly Capital Management Inc,Annaly Capital Management
Navios Maritime Holdings Inc.,Navios Maritime
Navios Maritime Containers L.P.,Navios Maritime Containers
New Mountain Finance Corporation,New Mountain Finance
Nuveen Municipal Income Fund Inc.,Nuveen Municipal Income Fund
NMI Holdings Inc,NMI
Neuberger Berman MLP Income Fund Inc.,Neuberger Berman MLP Income Fund
Navios Maritime Partners LP Representing Limited Partner Interests,Navios Maritime Partners Representing Limited Partner Interests
Nomura Holdings Inc ADR American Depositary Shares,Nomura American Depositary Shares
Nemaura Medical Inc.,Nemaura Medical
Newmark Group Inc.,Newmark
Nuveen Minnesota Quality Municipal Income Fund,Nuveen Minnesota Quality Municipal Income Fund
Nuveen Massachusetts Quality Municipal Income Fund,Nuveen Massachusetts Quality Municipal Income Fund
Nuveen Maryland Quality Municipal Income Fund,Nuveen Maryland Quality Municipal Income Fund
Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share
Navios Maritime Acquisition Corporation,Navios Maritime Acquisition
NN Inc.,NN
Nuveen North Carolina Quality Municipal Income Fund,Nuveen North Carolina Quality Municipal Income Fund
Nano Dimension Ltd.,Nano Dimension
Nelnet Inc.,Nelnet
National Retail Properties,National Retail Properties
NanoViricides Inc.,NanoViricides
Nuveen New York Municipal Value Fund Inc.,Nuveen New York Municipal Value Fund
North American Construction Group Ltd. (no par),North American Construction (no par)
Noah Holdings Limited,Noah Limited
ProShares S&P 500 Dividend Aristocrats,ProShares S&P 500 Dividend Aristocrats
Northrop Grumman Corporation,Northrop Grumman
NI Holdings Inc.,NI
Northern Oil and Gas Inc.,Northern Oil and Gas
Nokia Corporation Sponsored American Depositary Shares,Nokia Sponsored American Depositary Shares
Nuveen Missouri Quality Municipal Income Fund,Nuveen Missouri Quality Municipal Income Fund
Nomad Foods Limited,Nomad Foods Limited
Global X MSCI Norway,Global X MSCI Norway
National Oilwell Varco Inc.,National Oilwell Varco
Novan Inc.,Novan
Novanta Inc.,Novanta
ServiceNow Inc.,ServiceNow
Neenah Inc.,Neenah
National Presto Industries Inc.,National Presto Industries
Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest,Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest
EnPro Industries Inc,EnPro Industries
NeoPhotonics Corporation,NeoPhotonics
Nuveen Virginia Quality Municipal Income Fund,Nuveen Virginia Quality Municipal Income Fund
Nuveen Pennsylvania Quality Municipal Income Fund,Nuveen Pennsylvania Quality Municipal Income Fund
Newpark Resources Inc.,Newpark Resources
National Research Corporation,National Research
NRC Group Holdings Corp.,NRC
NorthStar Realty Europe Corp.,NorthStar Realty Europe
NRG Energy Inc.,NRG Energy
Northrim BanCorp Inc,Northrim BanCorp
Nuveen New York AMT-Free Quality Municipal Income Fund,Nuveen New York AMT-Free Quality Municipal Income Fund
Neuberger Berman Real Estate Securities Income Fund Inc.,Neuberger Berman Real Estate Securities Income Fund
Natural Resource Partners LP Limited Partnership,Natural Resource Partners Limited Partnership
North European Oil Royality Trust,North European Oil Royality Trust
New Residential Investment Corp.,New Residential Investment
Nustar Energy L.P.,Nustar Energy
National Storage Affiliates Trust of Beneficial Interest,National Storage Affiliates Trust of Beneficial Interest
Norfolk Southern Corporation,Norfolk Southern
National Security Group Inc.,National Security
Insight Enterprises Inc.,Insight Enterprises
Nuveen Senior Income Fund,Nuveen Senior Income Fund
Insperity Inc.,Insperity
InspireMD Inc.,InspireMD
NAPCO Security Technologies Inc.,NAPCO Security
NanoString Technologies Inc.,NanoString
Nevsun Resources Ltd,Nevsun Resources
Nortech Systems Incorporated,Nortech Systems Incorporated
NetApp Inc.,NetApp
Bank of N.T. Butterfield & Son Limited (The) Voting,Bank of N.T. Butterfield & Son Limited (The) Voting
Nuveen Connecticut Quality Municipal Income Fund,Nuveen Connecticut Quality Municipal Income Fund
NetScout Systems Inc.,NetScout Systems
Intec Pharma Ltd.,Intec Pharma
NetEase Inc.,NetEase
Tortoise Midstream Energy Fund Inc.,Tortoise Midstream Energy Fund
Neon Therapeutics Inc.,Neon Therapeutics
NETGEAR Inc.,NETGEAR
Northern Technologies International Corporation,Northern International
Network-1 Technologies Inc.,Network-1
Intellia Therapeutics Inc.,Intellia Therapeutics
NTN Buzztime Inc.,NTN Buzztime
Nutanix Inc.,Nutanix
Nam Tai Property Inc.,Nam Tai Property
Nutrien Ltd.,Nutrien
Natera Inc.,Natera
NutriSystem Inc,NutriSystem
Neurotrope Inc.,Neurotrope
Northern Trust Corporation,Northern Trust
NETSOL Technologies Inc.,NETSOL
Nuveen Texas Quality Municipal Income Fund,Nuveen Texas Quality Municipal Income Fund
Natuzzi S.p.A.,Natuzzi S.p.A.
Nuance Communications Inc.,Nuance Communications
Nucor Corporation,Nucor
Nuveen Michigan Quality Municipal Income Fund,Nuveen Michigan Quality Municipal Income Fund
Nuveen Ohio Quality Municipal Income Fund,Nuveen Ohio Quality Municipal Income Fund
NeuroMetrix Inc.,NeuroMetrix
Nu Skin Enterprises Inc.,Nu Skin Enterprises
Nuveen Municipal Value Fund Inc.,Nuveen Municipal Value Fund
NuVasive Inc.,NuVasive
Nuveen AMT-Free Municipal Value Fund,Nuveen AMT-Free Municipal Value Fund
Novavax Inc.,Novavax
Neovasc Inc.,Neovasc
NovoCure Limited,NovoCure Limited
NVIDIA Corporation,NVIDIA
NVE Corporation,NVE
NV5 Global Inc.,NV5 Global
Nova Lifestyle Inc,Nova Lifestyle
Nuveen AMT-Free Municipal Credit Income Fund,Nuveen AMT-Free Municipal Credit Income Fund
Navigator Holdings Ltd. (Marshall Islands),Navigator (Marshall Islands)
InVivo Therapeutics Holdings Corp.,InVivo Therapeutics
Novelion Therapeutics Inc.,Novelion Therapeutics
Nova Measuring Instruments Ltd.,Nova Measuring Instruments
Novume Solutions Inc.,Novume Solutions
Novo Nordisk A/S,Novo Nordisk A/S
NVR Inc.,NVR
Nevro Corp.,Nevro
Novartis AG,Novartis AG
nVent Electric plc,nVent Electric plc
Invitae Corporation,Invitae
Nuvectra Corporation,Nuvectra
Novus Therapeutics Inc.,Novus Therapeutics
Northwest Bancshares Inc.,Northwest Bancshares
NorthWestern Corporation,NorthWestern
Norwood Financial Corp.,Norwood Financial
The New Home Company Inc.,The New Home Company
Newell Brands Inc.,Newell Brands
National Western Life Group Inc.,National Western Life
Northwest Natural Holding Company,Northwest Natural Holding Company
Northwest Pipe Company,Northwest Pipe Company
News Corporation,News
News Corporation,News
Quanex Building Products Corporation,Quanex Building Products
Nuveen California Select Tax-Free Income Portfolio,Nuveen California Select Tax-Free Income Portfolio
Nexgen Energy Ltd.,Nexgen Energy
Nexeo Solutions Inc.,Nexeo Solutions
NextGen Healthcare Inc.,NextGen Healthcare
Nuveen New Jersey Qualified Municipal Fund,Nuveen New Jersey Qualified Municipal Fund
Nuveen New York Select Tax-Free Income Portfolio,Nuveen New York Select Tax-Free Income Portfolio
Nuveen Select Tax Free Income Portfolio,Nuveen Select Tax Free Income Portfolio
NXP Semiconductors N.V.,NXP Semiconductors N.V.
Nuveen Select Tax Free Income Portfolio II,Nuveen Select Tax Free Income Portfolio II
Nuveen Select Tax Free Income Portfolio III,Nuveen Select Tax Free Income Portfolio III
NexPoint Residential Trust Inc.,NexPoint Residential Trust
Nexstar Media Group Inc.,Nexstar Media
NXT-ID Inc.,NXT-ID
NxStage Medical Inc.,NxStage Medical
New York Community Bancorp Inc.,New York Community Bancorp
iShares New York Muni Bond,iShares New York Muni Bond
New York Mortgage Trust Inc.,New York Mortgage Trust
Nymox Pharmaceutical Corporation,Nymox Pharmaceutical
Empire Resorts Inc.,Empire Resorts
New York Times Company (The),New York Times Company (The)
Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Nuveen New York Municipal Value Fund 2 of Beneficial Interest
Nuveen Municipal Credit Income Fund,Nuveen Municipal Credit Income Fund
Realty Income Corporation,Realty Income
Oaktree Capital Group LLC Class A Units Representing Limited Liability Company Interests,Oaktree Capital LLC Units Representing Limited Liability Company Interests
Oasis Petroleum Inc.,Oasis Petroleum
Oasmia Pharmaceutical AB,Oasmia Pharmaceutical AB
Optibase Ltd.,Optibase
Ocean Bio-Chem Inc.,Ocean Bio-Chem
Obsidian Energy Ltd.,Obsidian Energy
Obalon Therapeutics Inc.,Obalon Therapeutics
Origin Bancorp Inc.,Origin Bancorp
ObsEva SA,ObsEva SA
Owens Corning Inc New,Owens Corning New
Optical Cable Corporation,Optical Cable
OceanFirst Financial Corp.,OceanFirst Financial
Ocwen Financial Corporation,Ocwen Financial
Oaktree Strategic Income Corporation,Oaktree Strategic Income
Oaktree Specialty Lending Corporation,Oaktree Specialty Lending
Ocular Therapeutix Inc.,Ocular Therapeutix
OncoCyte Corporation,OncoCyte
Oil-Dri Corporation Of America,Oil-Dri Of America
Old Dominion Freight Line Inc.,Old Dominion Freight Line
Office Depot Inc.,Office Depot
Odonate Therapeutics Inc.,Odonate Therapeutics
Orion Engineered Carbons S.A,Orion Engineered Carbons S.A
iShares S&P 100,iShares S&P 100
Orion Energy Systems Inc.,Orion Energy Systems
Corporate Office Properties Trust,Corporate Office Properties Trust
Oconee Federal Financial Corp.,Oconee Federal Financial
OFG Bancorp,OFG Bancorp
Orthofix Medical Inc.,Orthofix Medical
Omega Flex Inc.,Omega Flex
OFS Capital Corporation,OFS Capital
Empire State Realty OP L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests,Empire State Realty OP Series 60 Operating Partnership Units Representing Limited Partnership Interests
OGE Energy Corp,OGE Energy
Oragenics Inc.,Oragenics
ONE Gas Inc.,ONE Gas
OHA Investment Corporation,OHA Investment
One Horizon Group Inc.,One Horizon
Omega Healthcare Investors Inc.,Omega Healthcare Investors
Ohr Pharmaceutical Inc.,Ohr Pharmaceutical
Owens-Illinois Inc.,Owens-Illinois
Invesco Municipal Income Opportunities Trust,Invesco Municipal Income Opportunities Trust
Oi S.A. American Depositary Shares (Each representing 1),Oi S.A. American Depositary Shares (Each representing 1)
VanEck Vectors Oil Services,VanEck Vectors Oil Services
Oceaneering International Inc.,Oceaneering International
O2Micro International Limited,O2Micro International Limited
Oil States International Inc.,Oil States International
ONEOK Inc.,ONEOK
Okta Inc.,Okta
Old Line Bancshares Inc.,Old Line Bancshares
Universal Display Corporation,Universal Display
iPath Pure Beta Crude Oil ETN,iPath Pure Beta Crude Oil ETN
Ollie's Bargain Outlet Holdings Inc.,Ollie's Bargain Outlet
Olin Corporation,Olin
DB Crude Oil Long Exchange Traded Notes due June 1 2038,DB Crude Oil Long Exchange Traded Notes due June 1 2038
One Liberty Properties Inc.,One Liberty Properties
Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.
One Madison Corporation Class A,One Madison
Omnicom Group Inc.,Omnicom
Omnicell Inc.,Omnicell
OncoMed Pharmaceuticals Inc.,OncoMed Pharmaceuticals
Omeros Corporation,Omeros
Odyssey Marine Exploration Inc.,Odyssey Marine Exploration
OneMain Holdings Inc.,OneMain
Owens & Minor Inc.,Owens & Minor
OMNOVA Solutions Inc.,OMNOVA Solutions
Oasis Midstream Partners LP Representing Limited Partner Interests,Oasis Midstream Partners Representing Limited Partner Interests
ON Semiconductor Corporation,ON Semiconductor
Old National Bancorp,Old National Bancorp
Spark Therapeutics Inc.,Spark Therapeutics
OncoSec Medical Incorporated,OncoSec Medical Incorporated
Oncolytics Biotech Inc.,Oncolytics Biotech
On Deck Capital Inc.,On Deck Capital
OneSmart International Education Group Limited ADS,OneSmart International Education Limited ADS
Fidelity Nasdaq Composite Index Tracking Stock,Fidelity Nasdaq Composite Index Tracking Stock
Onconova Therapeutics Inc.,Onconova Therapeutics
Organovo Holdings Inc.,Organovo
Ooma Inc.,Ooma
Opus Bank,Opus Bank
OP Bancorp,OP Bancorp
Opes Acquisition Corp.,Opes Acquisition
OpGen Inc.,OpGen
OptimumBank Holdings Inc.,OptimumBank
Ophthotech Corporation,Ophthotech
Office Properties Income Trust,Office Properties Income Trust
Opko Health Inc.,Opko Health
Opiant Pharmaceuticals Inc.,Opiant Pharmaceuticals
Old Point Financial Corporation,Old Point Financial
RiverNorth/DoubleLine Strategic Opportunity Fund Inc.,RiverNorth/DoubleLine Strategic Opportunity Fund
Opera Limited,Opera Limited
OptimizeRx Corporation,OptimizeRx
OptiNose Inc.,OptiNose
Ocean Power Technologies Inc.,Ocean Power
Oppenheimer Holdings Inc. Class A (DE),Oppenheimer (DE)
Osisko Gold Royalties Ltd,Osisko Gold Royalties
Ormat Technologies Inc.,Ormat
Orange,Orange
ORBCOMM Inc.,ORBCOMM
Orbotech Ltd.,Orbotech
Orchid Island Capital Inc.,Orchid Island Capital
Oracle Corporation,Oracle
Organogenesis Holdings Inc.,Organogenesis
Orgenesis Inc.,Orgenesis
Old Republic International Corporation,Old Republic International
Oritani Financial Corp.,Oritani Financial
O'Reilly Automotive Inc.,O'Reilly Automotive
Owens Realty Mortgage Inc.,Owens Realty Mortgage
Oramed Pharmaceuticals Inc.,Oramed Pharmaceuticals
Orion Group Holdings Inc. Common,Orion Common
Bioblast Pharma Ltd.,Bioblast Pharma
Orrstown Financial Services Inc,Orrstown Financial Services
Orchard Therapeutics plc,Orchard Therapeutics plc
Norbord Inc.,Norbord
Old Second Bancorp Inc.,Old Second Bancorp
Overseas Shipholding Group Inc. Class A,Overseas Shipholding
Osiris Therapeutics Inc.,Osiris Therapeutics
OSI Systems Inc.,OSI Systems
Oshkosh Corporation (Holding Company)Common Stock,Oshkosh (Holding Company)Common Stock
Osmotica Pharmaceuticals plc,Osmotica Pharmaceuticals plc
Ossen Innovation Co. Ltd.,Ossen Innovation Co.
OneSpan Inc.,OneSpan
One Stop Systems Inc.,One Stop Systems
Overstock.com Inc.,Overstock.com
OraSure Technologies Inc.,OraSure
Otelco Inc.,Otelco
Open Text Corporation,Open Text
Otonomy Inc.,Otonomy
On Track Innovations Ltd,On Track Innovations
Outlook Therapeutics Inc.,Outlook Therapeutics
Otter Tail Corporation,Otter Tail
Ottawa Bancorp Inc.,Ottawa Bancorp
OUTFRONT Media Inc.,OUTFRONT Media
Ohio Valley Banc Corp.,Ohio Valley Banc
Ovid Therapeutics Inc.,Ovid Therapeutics
Oak Valley Bancorp (CA),Oak Valley Bancorp (CA)
Oxbridge Re Holdings Limited,Oxbridge Re Limited
Oxford Immunotec Global PLC,Oxford Immunotec Global PLC
Oxford Lane Capital Corp.,Oxford Lane Capital
Oxford Industries Inc.,Oxford Industries
Oxford Square Capital Corp.,Oxford Square Capital
Occidental Petroleum Corporation,Occidental Petroleum
Bank OZK,Bank OZK
Och-Ziff Capital Management Group LLC Class A Shares representing Class A limited liability company interests,Och-Ziff Capital Management LLC Shares representing limited liability company interests
Plains All American Pipeline L.P.,Plains All American Pipeline
Pan American Silver Corp.,Pan American Silver
Grupo Aeroportuario Del Pacifico S.A. B. de C.V. de C.V. (each representing 10 Series B shares),Grupo Aeroportuario Del Pacifico S.A. B. de C.V. de C.V. (each representing 10 Series B shares)
Pacific Biosciences of California Inc.,Pacific Biosciences of California
Pacific Drilling S.A.,Pacific Drilling S.A.
Pure Acquisition Corp.,Pure Acquisition
PacWest Bancorp,PacWest Bancorp
Invesco FTSE RAFI Asia Pacific ex-Japan,Invesco FTSE RAFI Asia Pacific ex-Japan
Penske Automotive Group Inc.,Penske Automotive
Invesco Global Agriculture ETF,Invesco Global Agriculture ETF
Plains Group Holdings L.P. Class A Shares representing limited partner interests,Plains Shares representing limited partner interests
PagSeguro Digital Ltd. Class A,PagSeguro Digital
Phibro Animal Health Corporation,Phibro Animal Health
Western Asset Investment Grade Income Fund Inc.,Western Asset Investment Grade Income Fund
Aberdeen Standard Physical Palladium Shares,Aberdeen Standard Physical Palladium Shares
Pampa Energia S.A.,Pampa Energia S.A.
Pangaea Logistics Solutions Ltd.,Pangaea Logistics Solutions
Palo Alto Networks Inc.,Palo Alto Networks
